Time,TimeMS,Clock,Pulse,Pulse_low,Pulse_high,SpO2,SpO2_low,SpO2_high,Respiratory_rate,Respiratory_rate_low,Respiratory_rate_high,BloodPressure_Sys,BloodPressure_Sys_low,BloodPressure_Sys_high,Temp,Temp_low,Temp_high,,,,,,,,,,,,,,,,,,,,,,,,,
00:09:54_340,594340,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.005,0.31209,39.6,,,4.04037,-23.70765,534.3,,,,0,0
00:09:54_350,594350,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.005,0.31209,39.6,,,4.04037,-23.70765,530.4,,,,0,0
00:09:54_360,594360,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.005,0.31209,39.6,,,4.04037,-23.70765,526.4,,,,0,0
00:09:54_370,594370,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.005,0.31209,39.6,,,4.04037,-23.70765,522.5,,,,0,0
00:09:54_380,594380,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.01,0.31453,39.7,,,3.89513,-23.42543,518.6,,,,0,0
00:09:54_390,594390,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.015,0.31453,39.7,,,3.8757,-23.40749,514.7,,,,0,0
00:09:54_400,594400,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.055,0.31526,39.7,,,3.80968,-23.36752,510.8,,,,0,0
00:09:54_410,594410,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.085,0.31575,39.7,,,3.77604,-23.42065,506.9,,,,0,0
00:09:54_420,594420,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.1,0.316,39.7,,,3.73149,-23.16779,503,,,,0,0
00:09:54_430,594430,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.115,0.31624,39.7,,,3.71732,-22.76911,499.2,,,,0,0
00:09:54_440,594440,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.115,0.31648,39.8,,,3.68525,-22.29017,495.5,,,,0,0
00:09:54_450,594450,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.115,0.31648,39.8,,,3.66809,-21.99352,491.8,,,,0,0
00:09:54_460,594460,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.11,0.31624,39.8,,,3.67103,-21.93067,488.2,,,,0,0
00:09:54_470,594470,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.11,0.31575,39.8,,,3.67188,-21.73879,484.6,,,,0,0
00:09:54_480,594480,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.105,0.31502,39.8,,,3.67188,-21.55698,481,,,,0,0
00:09:54_490,594490,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.11,0.31355,39.9,,,3.68344,-21.31159,477.4,,,,0,0
00:09:54_500,594500,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.145,0.31306,39.9,,,3.65329,-21.36009,473.9,,,,0,0
00:09:54_510,594510,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.05,0.31282,39.9,,,3.60377,-21.58263,470.3,,,,0,0
00:09:54_520,594520,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.275,0.31258,39.9,,,3.56937,-21.2674,466.7,,,,0,0
00:09:54_530,594530,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.945,0.31233,39.9,,,3.54562,-20.60621,463.3,,,,0,0
00:09:54_540,594540,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,1.04,0.31184,39.9,,,3.52277,-20.25997,459.9,,,,0,0
00:09:54_550,594550,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.4,0.3116,39.9,,,3.49779,-19.99754,456.6,,,,0,0
00:09:54_560,594560,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.04,0.3116,39.9,,,3.47679,-19.92299,453.2,,,,0,0
00:09:54_570,594570,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.095,0.31062,39.9,,,3.45997,-19.95425,449.9,,,,0,0
00:09:54_580,594580,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.115,0.30989,39.9,,,3.41633,-19.69202,446.6,,,,0,0
00:09:54_590,594590,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.12,0.30916,39.9,,,3.38031,-19.33997,443.4,,,,0,0
00:09:54_600,594600,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.125,0.30867,39.9,,,3.29509,-18.90225,440.3,,,,0,0
00:09:54_610,594610,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.125,0.30769,39.9,,,3.22215,-18.58128,437.2,,,,0,0
00:09:54_620,594620,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.115,0.3072,39.9,,,3.20188,-18.45407,434.1,,,,0,0
00:09:54_630,594630,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.11,0.30696,39.9,,,3.20179,-18.20003,431.1,,,,0,0
00:09:54_640,594640,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.1,0.30647,39.9,,,3.26478,-18.0837,428,,,,0,0
00:09:54_650,594650,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.09,0.30672,39.9,,,3.32332,-18.11836,425,,,,0,0
00:09:54_660,594660,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.08,0.30672,39.9,,,3.37411,-18.32243,422,,,,0,0
00:09:54_670,594670,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.065,0.30672,39.9,,,3.3573,-18.50993,418.9,,,,0,0
00:09:54_680,594680,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.045,0.30647,39.8,,,3.38651,-18.6922,415.8,,,,0,0
00:09:54_690,594690,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.04,0.30623,39.8,,,3.4026,-18.7932,412.6,,,,0,0
00:09:54_700,594700,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.015,0.30598,39.8,,,3.3996,-18.8855,409.5,,,,0,0
00:09:54_710,594710,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0,0.30574,39.8,,,3.39844,-18.79952,406.4,,,,0,0
00:09:54_720,594720,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.02,0.30525,39.8,,,3.39844,-18.68497,403.2,,,,0,0
00:09:54_730,594730,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.05,0.26935,39.8,,,3.39844,-18.8299,400.1,,,,0,0
00:09:54_740,594740,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.09,0.25836,39.8,,,3.40058,-18.84409,397,,,,0,0
00:09:54_750,594750,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.135,0.25299,39.8,,,3.4012,-18.65253,393.9,,,,0,0
00:09:54_760,594760,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.16,0.25079,39.8,,,3.3887,-18.55469,390.8,,,,0,0
00:09:54_770,594770,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.205,0.24884,39.8,,,3.33808,-18.42322,387.7,,,,0,0
00:09:54_780,594780,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.235,0.2486,39.8,,,3.29655,-18.29759,384.6,,,,0,0
00:09:54_790,594790,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.25,0.24811,39.8,,,3.27308,-18.15982,381.6,,,,0,0
00:09:54_800,594800,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.265,0.24786,39.8,,,3.28084,-18.09582,378.6,,,,0,0
00:09:54_810,594810,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.265,0.2486,39.8,,,3.26148,-17.9804,375.6,,,,0,0
00:09:54_820,594820,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.255,0.24908,39.8,,,3.22932,-17.84922,372.6,,,,0,0
00:09:54_830,594830,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.225,0.24957,39.8,,,3.21118,-17.79331,369.7,,,,0,0
00:09:54_840,594840,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.18,0.24982,39.8,,,3.17807,-17.75773,366.7,,,,0,0
00:09:54_850,594850,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.12,0.25079,39.8,,,3.16107,-17.67571,363.8,,,,0,0
00:09:54_860,594860,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.05,0.25079,39.8,,,3.16773,-17.52802,360.8,,,,0,0
00:09:54_870,594870,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.02,0.25055,39.8,,,3.15233,-17.38956,357.9,,,,0,0
00:09:54_880,594880,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.085,0.24957,39.8,,,3.12212,-17.30042,355.1,,,,0,0
00:09:54_890,594890,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.115,0.24908,39.8,,,3.10869,-17.11393,352.2,,,,0,0
00:09:54_900,594900,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.14,0.24884,39.8,,,3.06181,-16.94517,349.4,,,,0,0
00:09:54_910,594910,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.155,0.24884,39.8,,,3.01781,-16.95578,346.6,,,,0,0
00:09:54_920,594920,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.16,0.24884,39.8,,,2.98346,-16.79849,343.8,,,,0,0
00:09:54_930,594930,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.165,0.24957,39.8,,,2.96005,-16.53048,341,,,,0,0
00:09:54_940,594940,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.165,0.25006,39.8,,,2.94202,-16.38773,338.3,,,,0,0
00:09:54_950,594950,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.16,0.25104,39.8,,,2.91174,-16.07933,335.6,,,,0,0
00:09:54_960,594960,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.155,0.25226,39.8,,,2.89045,-15.88461,332.9,,,,0,0
00:09:54_970,594970,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.155,0.2547,39.8,,,2.86802,-15.86581,330.3,,,,0,0
00:09:54_980,594980,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.155,0.25592,39.8,,,2.83707,-15.59655,327.7,,,,0,0
00:09:54_990,594990,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.155,0.25714,39.8,,,2.8168,-15.20821,325.2,,,,0,0
00:09:55_000,595000,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.15,0.25885,39.9,,,2.81291,-14.933,322.7,,,,0,0
00:09:55_010,595010,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.145,0.263,39.9,,,2.80606,-14.76054,320.2,,,,0,0
00:09:55_020,595020,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.145,0.2652,39.9,,,2.78338,-14.58874,317.8,,,,0,0
00:09:55_030,595030,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.14,0.2674,39.9,,,2.77498,-14.48291,315.4,,,,0,0
00:09:55_040,595040,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.14,0.26935,39.9,,,2.77107,-14.51459,313,,,,0,0
00:09:55_050,595050,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.145,0.27326,39.9,,,2.72687,-14.47929,310.5,,,,0,0
00:09:55_060,595060,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.14,0.27473,39.9,,,2.67635,-14.30356,308.2,,,,0,0
00:09:55_070,595070,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.135,0.2757,39.9,,,2.66234,-14.11791,305.8,,,,0,0
00:09:55_080,595080,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.135,0.27643,39.9,,,2.63208,-13.89322,303.5,,,,0,0
00:09:55_090,595090,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.135,0.27717,39.8,,,2.61323,-13.67523,301.2,,,,0,0
00:09:55_100,595100,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.135,0.27692,39.8,,,2.61571,-13.57412,298.9,,,,0,0
00:09:55_110,595110,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.135,0.27668,39.8,,,2.62046,-13.31876,296.7,,,,0,0
00:09:55_120,595120,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.13,0.27595,39.8,,,2.61665,-13.07779,294.5,,,,0,0
00:09:55_130,595130,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.125,0.2735,39.8,,,2.5916,-12.91392,292.4,,,,0,0
00:09:55_140,595140,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.125,0.27253,39.8,,,2.57451,-12.74472,290.3,,,,0,0
00:09:55_150,595150,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.125,0.27228,39.8,,,2.58096,-12.65842,288.2,,,,0,0
00:09:55_160,595160,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.125,0.27253,39.8,,,2.56218,-12.5637,286.1,,,,0,0
00:09:55_170,595170,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.12,0.27253,39.8,,,2.53076,-12.46519,284,,,,0,0
00:09:55_180,595180,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.115,0.27277,39.8,,,2.51269,-12.37094,281.9,,,,0,0
00:09:55_190,595190,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.115,0.27326,39.8,,,2.47824,-12.20258,279.9,,,,0,0
00:09:55_200,595200,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.115,0.27399,39.8,,,2.4611,-12.1107,277.9,,,,0,0
00:09:55_210,595210,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.11,0.2757,39.8,,,2.46343,-12.10906,275.9,,,,0,0
00:09:55_220,595220,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.105,0.27717,39.8,,,2.45222,-11.93695,273.9,,,,0,0
00:09:55_230,595230,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.105,0.27937,39.8,,,2.42765,-11.69822,271.9,,,,0,0
00:09:55_240,595240,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.1,0.28205,39.8,,,2.39736,-11.5151,270,,,,0,0
00:09:55_250,595250,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.1,0.28864,39.8,,,2.37937,-11.43181,268.1,,,,0,0
00:09:55_260,595260,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.095,0.29206,39.8,,,2.38657,-11.42581,266.2,,,,0,0
00:09:55_270,595270,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.095,0.29548,39.8,,,2.36841,-11.32849,264.3,,,,0,0
00:09:55_280,595280,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.09,0.2989,39.8,,,2.34337,-11.19447,262.4,,,,0,0
00:09:55_290,595290,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.085,0.30427,39.8,,,2.34069,-11.07426,260.6,,,,0,0
00:09:55_300,595300,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.08,0.30623,39.8,,,2.34539,-10.95627,258.8,,,,0,0
00:09:55_310,595310,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.05,0.30842,39.8,,,2.33244,-10.77044,257,,,,0,0
00:09:55_320,595320,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.05,0.30842,39.8,,,2.33244,-10.77044,255.2,,,,0,0
00:09:55_330,595330,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.025,0.30842,39.8,,,2.30159,-10.6074,253.4,,,,0,0
00:09:55_340,595340,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.005,0.30794,39.8,,,2.30808,-10.75324,251.6,,,,0,0
00:09:55_350,595350,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.005,0.30794,39.8,,,2.30808,-10.75324,249.8,,,,0,0
00:09:55_360,595360,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.005,0.30794,39.8,,,2.30808,-10.75324,248,,,,0,0
00:09:55_370,595370,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.005,0.30794,39.8,,,2.30808,-10.75324,246.2,,,,0,0
00:09:55_380,595380,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.02,0.30769,39.7,,,2.20507,-10.01944,244.6,,,,0,0
00:09:55_390,595390,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0,0.30769,39.7,,,2.19235,-9.93505,242.9,,,,0,0
00:09:55_400,595400,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.035,0.30769,39.7,,,2.1875,-9.87952,241.3,,,,0,0
00:09:55_410,595410,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.07,0.30842,39.7,,,2.18343,-9.77529,239.6,,,,0,0
00:09:55_420,595420,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.095,0.30916,39.7,,,2.16723,-9.55678,238,,,,0,0
00:09:55_430,595430,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.1,0.30965,39.7,,,2.11422,-9.3043,236.5,,,,0,0
00:09:55_440,595440,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.1,0.31062,39.7,,,2.06111,-9.11719,235,,,,0,0
00:09:55_450,595450,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.1,0.31136,39.7,,,2.06357,-9.04384,233.5,,,,0,0
00:09:55_460,595460,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.095,0.31209,39.7,,,2.07031,-8.94244,232,,,,0,0
00:09:55_470,595470,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.095,0.31258,39.7,,,2.07031,-8.92745,230.5,,,,0,0
00:09:55_480,595480,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.085,0.31306,39.7,,,2.07031,-8.87019,229,,,,0,0
00:09:55_490,595490,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.085,0.31429,39.7,,,2.07031,-8.85878,227.5,,,,0,0
00:09:55_500,595500,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.125,0.31477,39.7,,,2.07031,-8.91977,226,,,,0,0
00:09:55_510,595510,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.045,0.31551,39.7,,,2.07424,-8.89427,224.6,,,,0,0
00:09:55_520,595520,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.245,0.31624,39.7,,,2.07076,-8.79306,223.1,,,,0,0
00:09:55_530,595530,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.915,0.31893,39.7,,,2.05142,-8.70258,221.6,,,,0,0
00:09:55_540,595540,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,1.145,0.32063,39.7,,,2.0148,-8.4813,220.2,,,,0,0
00:09:55_550,595550,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.66,0.32234,39.7,,,2.00073,-8.34828,218.8,,,,0,0
00:09:55_560,595560,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.115,0.32381,39.8,,,1.96734,-8.05293,217.5,,,,0,0
00:09:55_570,595570,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.085,0.32576,39.8,,,1.95039,-7.80965,216.2,,,,0,0
00:09:55_580,595580,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.1,0.3265,39.8,,,1.96229,-7.76004,214.9,,,,0,0
00:09:55_590,595590,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.105,0.32674,39.8,,,1.92674,-7.55872,213.6,,,,0,0
00:09:55_600,595600,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.115,0.32698,39.8,,,1.87166,-7.33873,212.4,,,,0,0
00:09:55_610,595610,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.115,0.32698,39.8,,,1.84383,-7.17413,211.2,,,,0,0
00:09:55_620,595620,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.11,0.32698,39.8,,,1.8265,-6.89444,210.1,,,,0,0
00:09:55_630,595630,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.105,0.32698,39.8,,,1.82986,-6.72291,209,,,,0,0
00:09:55_640,595640,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.095,0.32723,39.9,,,1.87469,-6.71476,207.8,,,,0,0
00:09:55_650,595650,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.085,0.32747,39.9,,,1.93595,-6.8921,206.7,,,,0,0
00:09:55_660,595660,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.075,0.32772,39.9,,,1.9671,-6.99611,205.5,,,,0,0
00:09:55_670,595670,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.06,0.32772,39.9,,,2.02774,-7.44443,204.3,,,,0,0
00:09:55_680,595680,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.05,0.32772,39.9,,,2.09253,-8.05427,202.9,,,,0,0
00:09:55_690,595690,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.045,0.32772,39.9,,,2.12562,-8.27549,201.6,,,,0,0
00:09:55_700,595700,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.025,0.32772,39.9,,,2.15761,-8.58795,200.1,,,,0,0
00:09:55_710,595710,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.005,0.32796,39.9,,,2.14598,-8.62863,198.7,,,,0,0
00:09:55_720,595720,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.02,0.32821,39.9,,,2.16981,-8.78753,197.2,,,,0,0
00:09:55_730,595730,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.04,0.32821,39.9,,,2.1918,-8.87464,195.7,,,,0,0
00:09:55_740,595740,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.075,0.32821,39.9,,,2.19446,-8.88011,194.3,,,,0,0
00:09:55_750,595750,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.115,0.32845,39.9,,,2.17156,-8.80116,192.8,,,,0,0
00:09:55_760,595760,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.15,0.32869,39.9,,,2.14886,-8.72547,191.3,,,,0,0
00:09:55_770,595770,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.185,0.32967,39.9,,,2.14506,-8.73179,189.9,,,,0,0
00:09:55_780,595780,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.215,0.33065,39.9,,,2.15264,-8.6887,188.4,,,,0,0
00:09:55_790,595790,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.245,0.33138,39.9,,,2.154,-8.60493,187,,,,0,0
